sentence,biological_process,cellular_component,molecular_function
"Another fascinating aspect of stemness is the presence of resident populations of cancer stem cells (CSCs) in many tumors, which can stymie therapeutic efforts by promoting resistance and serving as a constant and renewable source of tumor cells [[178]].",0.504004180431366,0.3648597002029419,0.13113613426685333
"LIN28 can serve as a marker for CSCs, and along with reduced let-7 levels, is associated with poor prognosis in many cancers [[179, 180]].",0.4762399196624756,0.32440993189811707,0.19935013353824615
"Not surprisingly, UBC9 and PIAS1 depletion were found to repress CSC phenotype in colorectal and basal breast carcinomas, indicating that SUMO is essential for CSC maintenance [[181]].",0.9069688320159912,0.026605520397424698,0.06642564386129379
"Moreover, within the CSC niche, pro-inflammatory cytokines may play a pro-oncogenic role.",0.16815240681171417,0.34039074182510376,0.4914568364620209
"An analysis of human breast cancer tissue samples revealed an overrepresentation of tumor-infiltrating lymphocytes, as well as cytokines such as IFN-γ [[182]].",0.937076210975647,0.044906146824359894,0.01801767386496067
"Interestingly, PML overexpression can also amplify the IFN-γ response [[183]].",0.29738906025886536,0.16909481585025787,0.5335161089897156
"IFNs also strongly enhance PML expression and promote NB biogenesis [[11, 13, 28]].",0.2994002401828766,0.0387750118970871,0.6618247628211975
"Thus, IFN-triggered, PML NB-enforced hyper-sumoylation may control stem cell self-renewal.",0.6693663001060486,0.028745532035827637,0.3018881380558014
Supporting this idea is the finding that abolishing PML in HSCs leads to their elimination [[184]].,0.6431202292442322,0.008619410917162895,0.34826043248176575
"While the mechanism for HSC maintenance was found to involve a PML–PPAR-δ–fatty acid oxidation axis, in light of the abovementioned studies, these findings may also implicate globally reduced sumoylation as a partially responsible mechanism.",0.9984233379364014,0.0006061691674403846,0.0009704771218821406
"Taken together, it is possible that these findings constitute an integrated axis of IFN-controlled maintenance of CSCs through sumoylation.",0.9148887991905212,0.0242143664509058,0.060896843671798706
"As such, therapeutic targeting of sumoylation could be key to eradicating resident CSCs [[181, 185-187]].",0.7366312742233276,0.046426963061094284,0.2169417440891266
"Inhibition of the SUMO pathway can also restore chemosensitivity in chemotherapy-resistant acute myeloid leukemia (AML) [[188]], or sensitize non-APL AMLs to retinoid-induced differentiation therapy [[189]].",0.9948796033859253,0.0007647231686860323,0.004355663899332285
"Moreover, the generally consistent roles played by SUMO in maintaining stemness imply that pharmacological manipulation of sumoylation may also be a promising avenue for improving iPSC generation protocols and stem cell-based therapies.",0.7575937509536743,0.03936757147312164,0.20303870737552643
"SUMO as a critical regulator of protein stability: implications for neurodegeneration, cancer, and infection
Because proteolysis is highly druggable, one of the most debated biochemical outcomes attributed to sumoylation, that it promotes protein destruction, is now emerging as among the most therapeutically relevant, partly thanks to decades of APL research [[16, 144, 190]].",0.6047607064247131,0.020340412855148315,0.37489888072013855
"In the sections above, we discussed the similarities between ubiquitin and SUMO modifications.",0.623788595199585,0.28268638253211975,0.09352505952119827
"Within our cells, a major role of ubiquitin is to compose polymers that tag the substrate for proteasomal degradation, preventing the potentially toxic or disruptive accumulation of proteins and recycling them into the cellular amino acid pool.",0.7514996528625488,0.23177781701087952,0.016722533851861954
"This ubiquitin–proteasome axis constitutes one of the most important functional crossover points between the two PTMs, highlighting the critical importance of sumoylation in proteostasis.",0.02120383083820343,0.974668562412262,0.0041275531984865665
"In this pathway, substrate poly-sumoylation serves as a signal to recruit STUbLs.",0.9971516728401184,0.0009347467566840351,0.0019135307520627975
"Subsequently, the substrate gets poly-ubiquitylated on a neighboring lysine residue and gets degraded via the proteasome.",0.8391619920730591,0.059537481516599655,0.10130054503679276
"As mentioned above, mixed ubiquitin-SUMO chains have also been reported, though their functions likely vary contextually [[55, 96, 100, 190, 191]].",0.6353985667228699,0.13774600625038147,0.22685545682907104
"Initially shown to control subcellular localization [[5, 6, 192]] or transcriptional activity [[35, 36]], sumoylation functionally appeared to be uninvolved in protein stability in its early days.",0.6737974882125854,0.0255937110632658,0.30060887336730957
"Later work on two critical proteins, proliferating cell nuclear antigen (PCNA) and IκBα (discussed above), revealed the first connection between sumoylation and ubiquitin-mediated degradation, pointing at an antagonistic relationship [[37, 193]].",0.9345719218254089,0.04227999970316887,0.02314813807606697
"In retrospect, the very first paper hinting at a role for SUMO in promoting degradation was published by Hugues de Thé’s group [[192]].",0.7792900800704956,0.08961715549230576,0.13109277188777924
"APL is a unique model in cancer biology where treatment preceded the discovery of molecular mechanisms [[23, 194]].",0.5110495090484619,0.12305375188589096,0.3658967614173889
"Arsenic trioxide, a traditional Chinese medicine, had just been identified as a potent agent that induced remissions in many APL patients and while trying to elucidate the underlying molecular mechanism of this response, the authors discovered that arsenic-induced degradation of both PML and PML/RARα proteins [[192]].",0.9412490129470825,0.007280132733285427,0.05147089064121246
They also noted the formation of covalently modified high-molecular-weight PML derivatives that preceded degradation [[192]].,0.9824265241622925,0.004839494824409485,0.012733946554362774
"In the same year, Hans Will’s group provided evidence for covalent conjugation of PML by SUMO [[195]], and in support of this, later studies identified the high-molecular-weight PML forms as drug-induced SUMO conjugates [[25, 196]], interacting with the STUbL RNF4 [[26, 27]].",0.5475011467933655,0.2090463787317276,0.24345245957374573
"Indeed, inhibition of the proteasome leads to the accumulation of proteins that are conjugated with both SUMO and ubiquitin [[197, 198]], extending the synergistic interaction between these two modifiers beyond the APL context.",0.9206223487854004,0.004799382295459509,0.07457832247018814
"In a similar manner, depletion of RNF4 in human cells results in stabilization of high-molecular-weight SUMO conjugates [[27]].",0.989424467086792,0.002613869495689869,0.007961591705679893
These findings suggest that proteasome-regulated sumoylation events may be more abundant than initially thought and may even concern large complexes such as the ribosome and the proteasome itself [[199]].,0.995786726474762,0.002276347717270255,0.0019369727233424783
"The abovementioned pioneering studies provided the first example of SUMO-mediated protein degradation, connected arsenic-induced sumoylation of PML/RARα to its degradation, and also implied a potential role for PML NBs in facilitating such proteolysis events.",0.9951687455177307,0.0021742607932537794,0.0026568917091935873
"A striking number of proteins involved in a wide spectrum of diseases, ranging from neurodegeneration to cancer, undergo sumoylation.",0.2558949887752533,0.7337602376937866,0.010344840586185455
"In light of the recent discoveries that highlight a role for sumoylation in promoting ubiquitylation and degradation, dysregulated sumoylation may contribute to pathogenesis due to altered downstream effects on stability.",0.9946786165237427,0.0022646207362413406,0.00305672618560493
"Similarly, from a therapeutic point of view, manipulation of sumoylation either on a global scale or preferentially in a targeted manner may prove clinically beneficial in specific circumstances (Fig.",0.4708515703678131,0.06201609596610069,0.4671323299407959
3).,0.16746148467063904,0.2347804307937622,0.5977581143379211
"Details are in the caption following the image
Fig.",0.6358500123023987,0.3334110677242279,0.03073892928659916
"3
Open in figure viewer
PowerPoint
Potential modalities to target the sumoylation system.",0.07647856324911118,0.1403399556875229,0.7831814289093018
Sumoylation may be artificially targeted in different ways.,0.99793940782547,0.0007704101735725999,0.0012901017908006907
(A) Global SUMO conjugate levels may be manipulated using pharmacological agents that nonspecifically enhance or impair cellular sumoylation.,0.5247620940208435,0.08223298192024231,0.3930048942565918
"(B) Left: In substrate-specific manipulation, a bimodal molecule can be employed to artificially bring the substrate together with an endogenous effector protein (UBC9/SENP) within a ternary complex, akin to the PROTAC system.",0.05341113731265068,0.05008631944656372,0.8965024948120117
This can lead to specific attachment or detachment of the SUMO protein.,0.9949127435684204,0.0017118648393079638,0.0033753234893083572
Middle: A substrate can alternatively be targeted using a chimeric construct.,0.01917823776602745,0.9496309757232666,0.03119082935154438
The construct expresses a substrate-interacting domain that is attached to the effector protein via a linker peptide.,0.5895714163780212,0.38248682022094727,0.027941733598709106
Right: UBC9 fusion-directed sumoylation system.,0.05443519353866577,0.00429363502189517,0.941271185874939
The substrate is directly fused to UBC9 to induce its SUMO modification.,0.013426029123365879,0.9759357571601868,0.010638212785124779
(C) Sumoylation may be targeted in a locus-specific manner.,0.9404064416885376,0.008586747571825981,0.05100682005286217
"As depicted, a catalytically inactive Cas9 (dCas9) protein can be linked to an effector protein.",0.3993469178676605,0.49510982632637024,0.10554318875074387
"This chimeric construct is then targeted to a specific locus with the help of a guide RNA molecule (not shown), upon which the effector protein can catalyze SUMO attachment or detachment on chromatin-binding proteins.",0.951701283454895,0.04015355557203293,0.00814518891274929
(D) PML NB biogenesis can be induced using distinct stimuli.,0.1681005209684372,0.02679317258298397,0.8051063418388367
"ROS, arsenic, IFN, or other stimuli can lead to the formation of PML NBs.",0.9867924451828003,0.0051871431060135365,0.008020423352718353
"This results in the recruitment of partner proteins, which get hyper-sumoylated.",0.9899499416351318,0.002326728543266654,0.007723354734480381
"As a result, these partners can be degraded via the ubiquitin–proteasome system.",0.9075716733932495,0.022234458476305008,0.07019387930631638
"As described, other nondegradative outcomes are also possible.",0.99620121717453,0.0019033204298466444,0.0018954499391838908
"ROS, reactive oxygen species.",0.7064864635467529,0.0427410751581192,0.25077247619628906
"SUMO in neurodegeneration
In many neurodegenerative disorders, the etiology lies at least partially in the presence of inclusion bodies formed by aggregation-prone constituents.",0.8060247302055359,0.033005040138959885,0.16097024083137512
"Remarkably, the vast majority of these pathogenic proteins can undergo sumoylation, which likely affects their aggregative tendencies through changes in stability, solubility, or interaction capacity.",0.9733873009681702,0.007650565356016159,0.018962109461426735
"These proteins include superoxide dismutase 1 (SOD1) [[200]], TAR DNA-binding protein 43 (TDP-43) [[201]], Tau [[202]], amyloid precursor protein [[203]], α-synuclein [[202, 204]], ataxin-1 [[205]], and Huntingtin [[206]] among others.",0.20347477495670319,0.6617527604103088,0.13477246463298798
"Despite the seemingly extensive involvement of SUMO in neurodegeneration, functional studies in different model systems have yielded discrepant results, with a detailed model remaining elusive for this PTM in many disorders.",0.9445335865020752,0.009767604991793633,0.04569876566529274
"While sumoylation seems to have a detrimental effect on certain neurodegenerative conditions, in others, it appears to help with the clearance of the inclusion bodies.",0.9812712073326111,0.004477225244045258,0.014251524582505226
"For instance, Tau, whose hyperphosphorylated form creates the neurofibrillary tangles in Alzheimer’s disease, undergoes SUMO modification in competition with ubiquitylation, impeding the proteasomal degradation of this toxic protein [[207]].",0.11654640734195709,0.34070447087287903,0.5427491664886475
"On the other hand, the toxic polyglutamine (polyQ) protein ataxin-1, which is implicated in spinocerebellar ataxia, undergoes SUMO-targeted ubiquitylation followed by proteasomal degradation [[208]].",0.4068833887577057,0.19109086692333221,0.4020257890224457
Different SUMO paralogs can also result in dissimilar outcomes.,0.9932818412780762,0.003685510717332363,0.003032650798559189
"These discrepancies are consistent with the diverse roles played by SUMO, such as facilitating or competing with ubiquitylation depending on the substrate.",0.9956486821174622,0.003074657404795289,0.001276585622690618
"Nevertheless, reducing the stability of toxic misfolded proteins is a key therapeutic goal, and for this purpose, a model of a potentially druggable axis of molecular interactors has emerged, as we hinted earlier.",0.7921536564826965,0.017701730132102966,0.19014455378055573
"According to this model, PML can selectively recognize misfolded proteins and induce their sumoylation through an E3 ligase activity, which leads to RNF4 binding and ubiquitylation of the target protein, precipitating its proteasomal degradation [[28, 208]].",0.8518330454826355,0.022217247635126114,0.1259496957063675
"Indeed, in a mouse model of spinocerebellar ataxia 1 (SCA1), PML deficiency was found to be associated with aggravated motor defects, with histological correlates in the cerebellum such as significantly reduced Purkinje cell density and molecular layer thickness [[208]].",0.18923956155776978,0.1057172492146492,0.7050431966781616
Studies by another group on SCA7 also point at the roles of PML and SUMO in clearing the toxic aggregates in a proteasome-dependent manner [[209-211]].,0.9835012555122375,0.006832710467278957,0.009666061028838158
"Interestingly, IFN-β treatment leads to enhanced clearance of the inclusion bodies in a mouse model, likely due to PML biogenesis [[209]] and enhanced sumoylation [[142]].",0.5600131750106812,0.021067311987280846,0.41891950368881226
These findings point at a drug-responsive pathway that could be therapeutically exploited to resolve certain neurodegenerative disorders.,0.9982247948646545,0.0006833171937614679,0.001091884565539658
"It should be kept in mind that aside from having dramatically different effects on stability, SUMO may also affect aggregative tendencies of substrates in different ways, such as induction of an amyloidogenic conformation, mediating intracellular trafficking, enabling proximity via SUMO-SIM interactions, or promoting solubility by acting as a hydrophilic tag [[212]].",0.4426131844520569,0.0410054586827755,0.5163813829421997
"For instance, sumoylation of purified α-synuclein enhances its solubility [[213]] with a concomitant increase in Parkinson’s disease-associated Lewy body formation in a yeast model with SUMO-deficient α-synuclein [[214]].",0.694887638092041,0.028622131794691086,0.2764902114868164
"Conversely, in the case of Huntingtin, which is implicated in Huntington’s disease (HD), modification by SUMO2 increases aggregation and toxicity [[215]], whereas the deletion of the modified lysines results in reduced pathology [[206]].",0.6303001046180725,0.13761378824710846,0.23208606243133545
"The etiology of the HD stems from an expansion in the N-terminal CAG repeat region, which is translated into an extended hydrophilic polyQ stretch that forms clumps.",0.9855049252510071,0.008397475816309452,0.006097634322941303
"The SUMO modifications occur mainly on the three upstream lysine residues adjacent to this polyQ stretch, namely K6, K9, K11 [[206]].",0.9982839226722717,0.0009114663698710501,0.0008045994909480214
"Thus, poly-sumoylation may aggravate the clumping phenotype by behaving as an extended hydrophilic interface which could stabilize the aggregates through further hydrogen bonding [[216]].",0.9406330585479736,0.008910194970667362,0.050456706434488297
"On the other hand, modification by SUMO1 results in a simultaneous increase in both Huntingtin solubility and toxicity [[217]], implying that inclusion body formation does not necessarily contribute to pathogenesis, at least as the primary driver.",0.9903664588928223,0.00270217377692461,0.006931383162736893
"Other processes that contribute to toxicity, such as intracellular trafficking or heterotypic protein interactions, may also be influenced in different ways depending on the modifying paralog or PTM.",0.9989006519317627,0.0005679093301296234,0.0005314562586136162
"However, these processes are not well understood, and a comprehensive model for the pathogenesis of HD and many other neurodegenerative disorders is lacking.",0.9987977743148804,0.0006021619774401188,0.0006000535213388503
"Huntingtin gets modified by other PTMs, such as ubiquitylation, acetylation, palmitoylation, and phosphorylation, which are explored more in other reviews [[218]].",0.6340196132659912,0.021889889612793922,0.3440904915332794
"Some of these PTMs can also compete for the same lysine residue in the case of Huntingtin, further compounding the difficulty of parsing out SUMO-specific effects [[206]].",0.5246380567550659,0.26803499460220337,0.20732691884040833
"In summary, sumoylation may counter or contribute to inclusion body formation depending on which biochemical consequence predominates, such as altered solubility, stability, trafficking, protein–protein interactions, and function.",0.9783144593238831,0.005169706419110298,0.01651589758694172
"To assess the relative contributions of these often-competing processes to pathogenesis, it is important to clarify the cellular context within which the implicated misfolded protein exists.",0.9969668984413147,0.0011880539823323488,0.0018450740026310086
"SUMO in oncogenesis
The SUMO pathway wields considerable control over cancer-related processes such as cell cycle, senescence, and apoptosis.",0.9948577880859375,0.001224225270561874,0.003917933441698551
"The initial connection between sumoylation and cancer dates back to the identification of PML and PML/RARα as among the first SUMO substrates, and for this reason, APL serves as the paradigmatic example of tumor suppressor (PML) or oncoprotein (PML/RARα) sumoylation.",0.6286792159080505,0.2943597137928009,0.07696107774972916
"SUMO has many substrates and functions in cancer, and the consequences of the sumoylation of cancer-related proteins are diverse, ranging from altered transcriptional activity to subcellular localization [[145, 219, 220]].",0.22486883401870728,0.18964257836341858,0.5854885578155518
"Along the lines of this emerging topic, it is not surprising that the stabilities of oncogenic and tumor suppressor proteins are regulated through sumoylation with pathogenic implications.",0.6600327491760254,0.22527724504470825,0.11469008028507233
"In this context, sumoylation frequently interacts with ubiquitylation to manipulate the key players.",0.9844702482223511,0.0063038961961865425,0.009225812740623951
"β-Catenin, the transcriptional effector of the growth-promoting WNT signaling pathway, constitutively undergoes ubiquitylation and proteasomal degradation in a highly regulated fashion [[221]].",0.5514888763427734,0.027919026091694832,0.4205920398235321
"However, upon binding of the WNT ligand to the Frizzled receptor, the WNT destruction complex components get sequestered to the plasma membrane, rendering β-catenin stable and free to induce the transcription of target genes such as MYC that control cell fate and proliferation [[222]].",0.2683541476726532,0.00868997722864151,0.7229558825492859
"In myeloma cell lines, modification by SUMO also stabilizes β-catenin by preventing its ubiquitylation and proteasomal degradation, mimicking the ligand-bound phenotype and thereby favoring pro-oncogenic signaling [[223]].",0.9959344863891602,0.0019836926367133856,0.002081874292343855
"Indeed, in multiple myeloma patient samples, sumoylation pathway components, as well as SUMO conjugate levels, were found to be markedly upregulated in association with poorer survival outcomes [[224]].",0.6797657012939453,0.04189559817314148,0.2783387005329132
SUMO can also stabilize oncogenic proteins by inactivating their regulatory partners.,0.1974305957555771,0.025647813454270363,0.7769215106964111
Solid tumors rely on the creation of new vascular networks to meet their growing nutrient demands.,0.9912747144699097,0.005579311400651932,0.0031458435114473104
"The α-subunit of the transcription factor hypoxia-inducible factor 1 (HIF1α), similarly to β-catenin, undergoes constitutive ubiquitylation and proteasomal destruction in the cell through the activity of another ubiquitin E3 ligase, the von Hippel–Lindau tumor suppressor protein (pVHL) [[225]].",0.003007402876392007,0.9935856461524963,0.0034070087131112814
"Under normoxic conditions, HIF1α is hydroxylated, leading to the formation of binding sites for pVHL.",0.9798952341079712,0.010353251360356808,0.00975156668573618
"Under hypoxic conditions, on the other hand, such as in the case of ischemia or solid tumor growth, this hydroxylation reaction does not occur, leading to HIF1α stability and enhanced transactivation of its pro-angiogenic target genes [[225]].",0.9863277673721313,0.007637819275259972,0.0060343993827700615
"In this pathway, SUMO1 can modify pVHL and induce its oligomerization and inactivation, which removes the inhibition of HIF1α signaling [[226]].",0.9973148703575134,0.0007216371013782918,0.0019634240306913853
"Thus, aside from competing with ubiquitin on a given lysine residue, SUMO can hamper ubiquitylation by deactivating specific ubiquitin E3 ligases.",0.3869287967681885,0.02834433875977993,0.5847269296646118
Another manner in which sumoylation can lead to increased half-life is illustrated by the case of MYC oncoprotein sumoylation by the SUMO E3 ligase PIAS1.,0.9983744621276855,0.0007232193020172417,0.0009022516314871609
"According to the proposed model, the resultant SUMO residues on MYC constitute docking sites for the kinase JNK1 (c-Jun N-terminal kinase) 1, which phosphorylates the protein on serine 62 (S62), and prevent the recruitment of GSK3β (glycogen synthase kinase 3 beta), which phosphorylates threonine 58 (T58) [[227]].",0.9148338437080383,0.026837773621082306,0.05832843855023384
"The S62 phosphorylation of MYC mediates its activation, whereas the T58 phosphorylation mediates its degradation via the ubiquitin–proteasome system [[227]].",0.9980112314224243,0.0009403622825630009,0.0010483788792043924
"Therefore, MYC sumoylation leads to enhanced activation and reduced turnover by altering its interaction partner and PTM profile.",0.9783519506454468,0.0034239355009049177,0.018224064260721207
"Although we mainly focused on the stabilization of oncogenic proteins to illustrate how SUMO stabilizes its targets, SUMO modifications can also lead to the stabilization of anti-oncogenic proteins in similar ways (IκBα: [[37]]; SMAD4: [[228, 229]]; interferon regulatory factor 1: [[230]]; Notch1: [[231]]).",0.9390637874603271,0.012655442580580711,0.04828082025051117
"In addition to stabilizing MYC, recent work revealed that sumoylation may cooperate with MYC to maintain oncogenesis.",0.9916753768920898,0.0038088776636868715,0.004515727981925011
Several groups have identified a synthetic-lethal effect of the SUMO E1 enzyme depletion in MYC-amplified tumors.,0.9447678327560425,0.025602610781788826,0.02962951548397541
"Explaining this phenomenon is a study by Kessler et al., which suggests that sumoylation helps maintain the transcription of MYC targets that support mitotic fidelity and hence cell viability [[232]].",0.951895534992218,0.0031393638346344233,0.044965118169784546
The authors performed a genome-wide shRNA screen for synthetic-lethal candidates in human mammary epithelial cells overexpressing MYC.,0.9767503142356873,0.01225126814097166,0.010998459532856941
"They noted that loss of SAE (or its catalytic function) was synthetically lethal with MYC hyper-activation and that cells required a catalytically active SUMO E1 enzyme, and hence sumoylation, to tolerate oncogenic MYC.",0.9784530997276306,0.006249823607504368,0.015297049656510353
"In another study, MYC was shown to upregulate cellular sumoylation by inducing the expression of SUMO pathway components in MYC-driven B-cell lymphomas [[233]].",0.8574428558349609,0.08855283260345459,0.0540042407810688
"Inhibition of sumoylation either by SUMO E1 knockdown or pharmacological means not only impaired the survival and proliferation of MYC-driven lymphoma cells in culture, but also compromised disease maintenance in mice transplanted with MYC-induced lymphomas.",0.9939223527908325,0.0009839375270530581,0.005093790590763092
"Because MYC-driven cancers are notoriously difficult to target, inhibition of sumoylation may alternatively be exploited as a therapeutic strategy in such cases of “nononcogene addiction” to SUMO cascade components.",0.9873380661010742,0.003615241963416338,0.009046659804880619
"Sumoylation also destabilizes many key players in oncogenesis, mainly by driving interactions with the ubiquitin–proteasome system.",0.9935943484306335,0.001682791393250227,0.004722852259874344
"While MYC sumoylation can have a stabilizing effect as we discussed above, it also appears to recruit RNF4, leading to ubiquitin-dependent proteasomal degradation of this oncoprotein [[129]].",0.9826105237007141,0.006308733485639095,0.01108077634125948
"A similar manner of degradation was observed for chromobox protein homolog 2 (CBX2), the overexpression of which is associated with poor survival in several human cancers, following treatment with the HDAC inhibitor SAHA [[234]].",0.9966817498207092,0.0020251423120498657,0.0012930805096402764
Poly [ADP-ribose] polymerase 1 (PARP-1) is another protein central to carcinogenesis that gets degraded via RNF4 STUbL activity [[235]].,0.13233868777751923,0.021798521280288696,0.8458627462387085
"As we discussed above, PML/RARα also gets degraded through the same molecular pathway, which underlies the molecular basis of the cure for APL [[26, 27]].",0.5361056923866272,0.07074705511331558,0.3931472599506378
"Interestingly, the HTLV-I oncoprotein TAX, which is the driver protein for ATL, can undergo RNF4 STUbL-mediated degradation in a PML-associated manner upon arsenic/IFN treatment [[143]], highlighting the physiological and therapeutic importance of the drug-responsive PML/SUMO/RNF4 axis described above.",0.5001863241195679,0.20845003426074982,0.2913636267185211
"While these examples point at a predominantly tumor suppressor role played by RNF4, in SUMO-independent contexts, it also appears to play pro-oncogenic roles, as discussed in a recent review [[236]].",0.9577235579490662,0.02291008085012436,0.01936638168990612
"While further research is needed to precisely clarify the involvement of RNF4 in tumorigenesis, given these conflicting roles, targeted induction of oncoprotein poly-sumoylation or promoting RNF4 STUbL activity might be better therapeutic goals than simply increasing global RNF4 availability.",0.9763143658638,0.006391880102455616,0.01729370653629303
"For example, IRC117539 is a novel molecule that binds AR and induces its sumoylation [[237]].",0.14382147789001465,0.19591648876667023,0.6602619886398315
"How IRC117539 promotes AR sumoylation is unclear, yet the treatment results in sumoylation-dependent degradation of AR by the proteasome, inducing massive loss of viability in AR-dependent prostate cancer cells [[237]].",0.9838935136795044,0.0019418718293309212,0.014164667576551437
"Finally, sumoylation can also indirectly promote degradation of oncoproteins or tumor suppressors by stabilizing their negative regulators, such as in the case of p53 destabilization arising from sumoylation and consequently enhanced activity of the MDM2 ubiquitin E3 ligase [[238]].",0.9320952892303467,0.0057951356284320354,0.062109556049108505
"SUMO in infection
As might be gleaned from the case of HTLV-I and TAX, sumoylation has been found to interface with intracellular pathogens.",0.961694598197937,0.00887392833828926,0.029431521892547607
"While SUMO can induce the degradation of microbial proteins as part of the innate immune defense, pathogens can disarm the host sumoylation response or hijack it to degrade host proteins [[239]].",0.8460986018180847,0.012119929306209087,0.14178143441677094
"The herpes simplex virus type 1 (HSV-1) genome encodes ICP0, a ubiquitin E3 ligase that fulfills a function analogous to STUbLs [[240]].",0.03108552098274231,0.9643515944480896,0.004562930669635534
"Following infection, ICP0 selectively degrades host PML, a downstream mediator of the IFN response, to increase infection efficiency [[240, 241]].",0.9935712814331055,0.0025085145607590675,0.003920193295925856
"A proteomic analysis focused on the global consequences of ICP0 activity following HSV-1 infection revealed a greater than threefold reduction in the stability of 124 SUMO2-modified host proteins, likely to subvert the host antiviral response [[242]].",0.6579239368438721,0.32963356375694275,0.01244251150637865
"Along the same lines, Listeria monocytogenes infection was found to impair global sumoylation in epithelial cells through Listeriolysin O toxin activity triggering proteasome-independent degradation of UBC9 [[243]].",0.8515450954437256,0.11520613729953766,0.03324877470731735
"In summary, sumoylation regulates the stability of key effectors involved in a diverse range of pathogenic states including neurodegeneration, cancer, and infection.",0.9593837857246399,0.00603626761585474,0.03457990288734436
"Conclusion and future perspectives
In this review, we have shared a comprehensive history of the SUMO modification starting from its initial discovery, along with our perspective on the direction toward which the SUMO field is headed.",0.9947689771652222,0.0016440358012914658,0.003586969804018736
"The scientific community at large started to appreciate the importance of this young modification only recently, mainly due to the seemingly contradictory initial findings regarding its purpose.",0.980618953704834,0.013925826177001,0.005455151200294495
"Today, we understand that sumoylation is a multifunctional modification with context-dependent roles.",0.8913627862930298,0.018227506428956985,0.09040973335504532
"The sumoylation system mediates heterotypic interactions between proteins, the nature of which may depend on their subcellular localization, such as in the case of interactions with the PML NBs.",0.9970574378967285,0.0015479314606636763,0.0013946491526439786
"Moreover, SUMO interfaces with, impacts, and can be impacted by other PTMs.",0.30471357703208923,0.3173694610595703,0.37791696190834045
"Due to these reasons, a full appreciation of SUMO’s roles within a substrate requires a sophisticated understanding of the relevant pathway, as well as the emergent properties that arise from the interactions among the players that are involved.",0.9918393492698669,0.0023140383418649435,0.005846708547323942
"Indeed, SUMO is a relatively recent PTM with no prokaryotic counterpart and thus may be thought of as a signaling system that has evolved to capacitate the complex interactions within the intricate molecular ecosystem of the eukaryotic cell.",0.08832473307847977,0.06491778790950775,0.8467574715614319
"In accordance with this idea, a large-scale bioinformatic study that comparatively analyzed several PTM types in different eukaryotes identified sumoylation as the fastest-evolving of these [[244]].",0.6983194947242737,0.041921328753232956,0.2597591280937195
"Consequently, as we continue to learn about how these interactions operate in health and disease, we are also gaining a better perspective on the nuanced roles played by SUMO.",0.7222192287445068,0.02788143791258335,0.24989935755729675
"Several major themes are developing within our field, all of which have a great potential for the development of the next generation of therapies.",0.9210731983184814,0.06645806133747101,0.012468765489757061
"As we discussed above, sumoylation can modulate the epigenetic landscape to induce or repress the transcription of certain genes as part of functional programs such as development or stress response.",0.9511787295341492,0.011448647826910019,0.037372540682554245
"Sumoylation and stemness programs are also intimately linked with each other, with mechanisms in place for mutual regulation.",0.9980081915855408,0.0008837625500746071,0.001108157797716558
Global SUMO levels are higher in progenitor and stem cells compared to their differentiated progeny.,0.9685906171798706,0.013910801149904728,0.017498578876256943
"In line with this, sumoylation generally appears to favor conservation of stemness and self-renewal rather than differentiation, and this also appears to be the case for CSCs.",0.9434101581573486,0.014426901005208492,0.04216295853257179
"We also discussed how sumoylation regulates protein stability, with particular attention to neurodegenerative disorders, cancer, and infection.",0.902860701084137,0.03857816383242607,0.05856112018227577
"As we pointed out, SUMO is almost universally associated with aggregation-prone proteins.",0.8206135034561157,0.035020921379327774,0.14436551928520203
"However, it seems to play discrepant roles in the etiologies of the corresponding neurodegenerative disorders, which is likely a reflection of the diverse functional outcomes of sumoylation.",0.45518696308135986,0.1627793163061142,0.38203370571136475
"As it appears to influence the inclusion body formation through changes in critical features such as stability and solubility, it might be possible to pharmacologically upregulate or downregulate the cell’s sumoylation response to resolve the disease phenotype.",0.9320349097251892,0.019062550738453865,0.04890250414609909
"SUMO can also positively or negatively influence the stability of many oncoproteins and tumor suppressors, mainly by counteracting or cooperating with the ubiquitin–proteasome system.",0.18856385350227356,0.010391687974333763,0.8010444045066833
"Lastly, sumoylation is important for the innate immune response against infectious organisms, which in turn can abrogate this response by targeting the host sumoylation system.",0.7145403623580933,0.03684399649500847,0.24861565232276917
"Finally, as an emerging topic in the field, we discussed the group sumoylation concept.",0.5760892033576965,0.11115498840808868,0.312755823135376
"Accordingly, modification of a modest fraction of the total pool of a target substrate is sufficient for widespread changes in function.",0.9829609990119934,0.0022134589962661266,0.014825489372015
"Consequently, therapeutic modalities that aim to manipulate the sumoylation machinery may not necessarily need to achieve maximal efficiency to attain desirable outcomes.",0.9957767724990845,0.0020344932563602924,0.002188710495829582
"Future of SUMO-based therapies
In the sections above, we talked about why the sumoylation system is a good candidate for the development of therapies against a wide range of human diseases.",0.9676648378372192,0.007518262602388859,0.024816883727908134
"As we see it, these therapies fall under two broad categories: those that achieve therapeutic effects through a global manipulation of the cellular sumoylation system, and those that do so through a specific manipulation of a given substrate’s sumoylation (Fig.",0.7110589742660522,0.06261121481657028,0.22632981836795807
3).,0.16746148467063904,0.2347804307937622,0.5977581143379211
The cellular sumoylation system may be nonspecifically disrupted through the use of small molecule inhibitors such as ginkgolic acid or spectomycin B1 that form complexes with the SUMO cascade components [[145]].,0.9975234866142273,0.001576669979840517,0.0008998214034363627
